S10;1314.9;3700.4;1183.3;689.7;1942.1;2128.3;2449.1;3552.4;3678.2;1093.0;0.0;1273.2;2805.1;2943.2;4060.9;2021.2;4119.4;4044.1;1710.0;4459.2;1250.6;756.1;2807.0;3481.7;3717.5;1309.8;4665.7;1808.6;2391.3;1060.0;2722.6;4520.0;831.7;2185.1;3475.3;3109.4;4005.3;1279.4;3104.3;1061.2;3983.8;1974.5;1522.7;2610.2;2737.9;1033.3;1788.7;3791.4;2418.3;2723.3;654.1
S11;1961.2;4916.9;2361.0;1654.9;3065.0;3281.2;3583.4;4600.3;4908.0;1726.0;1255.6;0.0;3681.4;4155.0;5131.1;2489.8;5404.6;5280.8;2460.2;5753.1;2361.6;738.9;3957.1;4643.6;4958.2;1192.3;5700.8;2916.6;3203.3;2319.2;3926.5;5992.8;1249.8;2453.2;4577.9;4053.4;5287.6;1932.5;4517.7;1992.0;5237.2;3199.1;2501.0;3870.0;3682.2;296.2;3065.5;4951.1;3563.7;3976.1;1901.4
S12;1957.9;2034.8;1908.4;2929.8;1207.8;2644.0;3513.6;1345.2;2573.9;2048.0;2826.3;3832.8;0.0;3443.2;3295.0;1669.4;3951.4;2116.9;3633.9;3092.2;1547.8;3016.0;1758.2;4415.0;1118.6;2952.3;3726.3;3244.4;799.0;2513.9;2400.5;2750.4;3622.3;2072.5;3113.5;498.8;4289.4;2002.9;1812.5;3163.0;1787.1;2232.8;1321.7;2979.6;303.5;3631.8;1856.8;2929.5;3271.4;1007.8;2242.9
S13;3736.1;2200.3;2227.3;2441.1;2266.5;946.0;877.4;2824.0;1816.0;3513.1;2972.7;4108.3;3305.5;0.0;1347.9;4123.3;1150.7;2881.8;2082.1;2414.9;2766.7;3786.5;1652.5;931.5;3526.6;4235.8;1941.3;1279.4;3734.4;2001.3;960.4;2787.2;3044.6;4510.3;736.4;3132.0;1058.4;3834.5;1923.1;2207.3;3147.4;1293.7;3078.3;475.1;3505.6;3775.8;1727.6;1609.4;694.1;2437.0;2564.0
S14;4317.4;1516.8;2957.8;3657.4;2611.8;1909.0;2268.3;2296.8;893.3;4313.9;4081.1;5122.3;3323.2;1403.6;0.0;4544.6;715.1;1897.7;3366.0;1184.0;3348.0;4623.1;1618.7;2072.3;2853.8;4983.0;612.7;2635.8;4008.8;2874.6;1242.1;1678.6;4218.1;5144.4;660.2;2918.1;1353.4;4402.4;1541.0;3391.4;2243.9;2061.4;3741.0;1587.7;3507.4;5053.5;2269.1;473.8;1966.4;2333.0;3363.2
S15;660.6;3573.7;1989.4;2515.1;1930.0;3196.7;3827.8;2974.0;3846.8;881.7;1966.4;2537.8;1698.1;4016.2;4524.9;0.0;5057.6;3759.7;3522.4;4660.7;1378.4;1889.3;3071.9;4860.8;2889.0;1388.5;5040.2;3355.6;914.2;2533.9;3363.5;4445.0;2818.9;438.9;4321.4;2233.0;5061.2;708.7;3111.0;2807.5;3416.9;2898.8;942.1;3746.3;1475.1;2441.8;2431.8;4222.6;3779.3;2478.2;1822.1
S16;4768.4;2144.2;3243.0;3604.5;3067.6;2046.4;2073.0;2935.9;1612.6;4703.3;4243.6;5270.9;3987.1;1164.1;719.7;5058.0;0.0;2631.6;3179.8;1843.0;3650.1;4782.7;2050.0;1491.9;3619.6;5347.5;908.5;2443.6;4336.9;3018.7;1527.1;2458.3;4175.4;5361.1;785.7;3525.2;644.9;4773.9;2163.0;3336.8;3030.8;2207.7;3996.3;1552.5;4082.7;4976.6;2608.6;1183.7;1821.4;2883.8;3543.3
S17;3936.8;619.1;2960.1;3972.6;2324.4;2742.9;3533.6;823.9;1077.7;3808.1;4158.5;5415.5;2175.9;2813.1;1892.6;3702.1;2562.6;0.0;4295.8;1017.9;2990.4;4674.1;1442.9;3621.3;1286.9;4770.2;2091.3;3555.5;2861.5;3313.3;2089.9;612.8;4746.5;4141.4;2198.2;1621.9;3182.6;3828.9;1076.7;4053.9;466.8;2517.8;3182.0;2662.2;2421.1;5040.2;2471.3;1479.4;3223.0;1484.2;3401.5
S18;2866.4;3678.5;1850.5;1027.3;2534.3;1532.9;1149.3;4031.8;3413.9;2661.0;1711.0;2488.8;3777.4;2024.9;3292.6;3443.9;3256.9;4405.7;0.0;4188.4;2397.3;2327.7;2778.4;2134.2;4220.2;2966.3;3853.5;808.7;3599.9;1235.2;2390.3;4478.8;1205.4;3929.2;2681.9;3738.1;2820.8;3012.0;3199.3;650.6;4308.8;1726.1;2773.0;1851.5;3876.0;2098.7;1960.3;3384.5;1371.1;3205.1;1780.2
S19;4503.7;1034.2;3440.5;4139.2;2813.4;2683.2;3262.9;1790.7;789.2;4406.4;4508.9;5841.3;2956.8;2411.9;1137.0;4601.6;1842.5;1044.7;4201.6;0.0;3623.8;5086.6;1799.5;3270.7;2281.3;5364.7;1182.4;3411.6;3853.6;3533.8;1953.8;592.7;4959.0;5163.8;1683.0;2639.6;2516.1;4558.4;1434.5;4045.8;1496.6;2711.2;3673.3;2502.6;3429.0;5697.4;2786.1;899.1;2940.3;2207.9;3815.2
S20;988.9;2654.2;619.4;1510.5;796.9;1855.4;2530.2;2311.7;2783.5;970.1;1271.4;2322.3;1486.0;2715.7;3263.0;1360.3;3683.2;3030.5;2335.9;3526.6;0.0;1700.7;1829.9;3509.8;2485.1;1829.2;3885.6;2052.1;1239.6;1192.1;2114.5;3540.3;2064.5;1810.1;2818.3;1792.2;3922.9;1030.9;2118.2;1776.8;2735.1;1418.0;449.0;2220.1;1498.6;2207.4;1061.9;2990.2;2426.4;1602.5;663.0
S21;1227.8;4251.6;1835.2;1393.4;2519.8;2871.1;3218.2;3954.3;4432.1;1058.5;772.3;714.5;3159.6;3834.9;4713.1;1837.0;4970.3;4629.4;2361.0;5256.5;1685.7;0.0;3508.9;4272.6;4122.5;670.9;5494.6;2562.8;2491.4;1821.3;3571.4;5335.3;1194.9;1956.5;4191.9;3366.9;4840.6;1148.5;3775.9;1711.6;4465.0;2626.5;1779.7;3414.5;3010.2;653.7;2494.3;4416.6;3162.1;3345.5;1283.5
S22;2845.7;886.9;1605.5;2633.5;1046.8;1373.4;2101.1;1182.5;1009.8;2794.2;2725.2;4042.5;1761.4;1700.8;1611.7;3060.9;2049.7;1489.3;2891.8;1752.4;1883.3;3349.1;0.0;2708.0;1770.1;3719.3;2192.4;2100.8;2264.5;1927.6;742.5;1795.6;3223.7;3463.8;1385.5;1581.5;2416.7;2834.8;378.1;2593.8;1517.7;1091.3;2120.0;1391.4;2013.0;3705.3;985.6;1265.9;1867.1;735.8;2124.3
S23;4380.3;3164.7;2947.5;2966.6;3125.0;1682.1;1072.4;3892.8;2722.0;4286.4;3599.7;4524.5;4421.3;940.5;1975.7;5014.1;1451.6;3803.8;2147.5;3184.5;3443.7;4354.2;2579.7;0.0;4520.0;4931.6;2331.8;1653.9;4693.2;2546.6;1850.0;3677.4;3271.8;5278.3;1521.3;4266.7;927.9;4381.1;2866.0;2560.7;4100.0;2077.4;3971.1;1381.5;4469.5;4168.8;2579.9;2316.5;1188.1;3280.9;3181.2
S24;2959.9;1449.6;2672.8;3919.6;1936.9;3115.1;3831.3;609.2;2002.4;3266.6;3781.7;4715.9;1148.2;3533.3;3005.8;2885.6;3684.2;1280.5;4311.6;2227.4;2524.6;4041.2;1749.2;4528.1;0.0;4049.9;3283.6;3779.7;1915.2;3320.0;2574.9;1823.9;4391.8;3166.2;3081.3;666.9;3997.7;3219.6;1546.9;3955.4;790.3;2602.8;2315.3;3137.5;1348.9;4683.6;2379.8;2482.7;3619.4;1139.0;3035.8
S25;1024.0;4275.3;2125.9;1940.7;2664.8;3257.0;3739.6;4068.3;4690.2;897.6;1326.4;1169.6;2842.6;4295.2;5202.5;1368.5;5380.2;4695.8;2969.4;5383.2;1798.1;699.6;3675.5;4791.4;4087.5;0.0;5668.1;3117.6;2177.6;2294.1;3763.1;5225.8;1866.2;1331.2;4484.5;3425.7;5424.3;882.9;3957.4;2404.5;4470.4;3033.6;1685.8;3818.5;2800.2;1226.8;2841.9;4870.7;3759.0;3345.3;1696.0
S26;4853.3;1892.2;3514.4;4209.7;3230.9;2509.4;2712.6;2720.5;1332.2;4944.3;4579.7;5914.8;3715.8;1925.0;627.8;5187.9;889.5;2093.9;3977.4;1155.0;4003.8;5316.0;2101.9;2365.7;3303.4;5823.2;0.0;3238.4;4338.2;3635.6;1852.6;1776.9;4799.6;5539.9;1256.8;3439.6;1548.5;5044.7;2041.8;3981.2;2598.8;2679.3;4257.1;2149.5;4112.5;5420.9;2914.5;910.5;2563.4;2727.6;4095.3
S27;2867.1;2859.2;1380.1;1219.1;1905.9;756.2;612.5;3197.2;2707.2;2597.5;1821.3;2849.4;3224.9;1351.9;2560.4;3426.9;2430.3;3528.4;795.3;3411.3;2064.7;2629.7;2010.1;1670.6;3751.4;3226.5;3186.0;0.0;3298.6;931.8;1560.0;3768.6;1702.5;3693.1;1924.6;3305.9;2269.9;2830.5;2351.0;923.4;3553.5;1023.7;2442.7;1027.7;3330.2;2585.8;1343.5;2592.3;643.2;2464.5;1559.5
S28;1222.4;2690.9;1859.9;2790.3;1481.4;2962.6;3739.6;2109.7;3248.0;1442.4;2361.2;3221.9;833.9;3668.3;3953.0;909.5;4364.4;2917.7;3524.9;3782.8;1244.1;2450.9;2375.4;4637.0;1961.4;2259.0;4381.2;3228.2;0.0;2349.0;2878.4;3629.0;3092.1;1328.2;3722.1;1308.7;4780.8;1316.5;2421.9;2980.9;2515.9;2430.9;829.3;3350.1;551.7;3047.0;2069.1;3454.0;3582.4;1702.9;1902.2
S29;1887.3;2730.5;579.3;672.3;1329.5;1054.2;1543.6;2894.4;2874.7;1779.8;1050.8;2289.3;2460.1;1904.2;3034.1;2445.3;3002.5;3284.3;1219.5;3571.1;1130.4;1854.9;1875.2;2592.6;3221.2;2299.9;3568.1;915.1;2478.7;0.0;1751.4;3624.6;1356.7;2772.0;2296.1;2612.5;2977.9;1997.8;2314.7;706.5;3335.3;887.2;1606.6;1513.2;2534.1;1997.4;955.0;2764.7;1384.3;2081.6;702.8
S30;3122.6;1424.5;1652.1;2336.3;1461.2;795.7;1501.4;1996.6;1183.2;2974.3;2721.2;4067.8;2532.3;945.1;1243.3;3406.7;1557.7;2078.1;2312.4;1892.6;2064.6;3404.7;772.2;1906.8;2586.8;3714.6;1864.4;1565.1;2925.0;1675.9;0.0;2189.7;3060.5;3916.9;763.8;2238.5;1856.1;3180.3;1030.1;2242.1;2126.9;817.0;2409.2;648.2;2649.3;3706.3;1049.5;1114.1;1202.8;1441.1;2126.8
S31;4447.8;960.2;3414.6;4347.6;2740.9;2948.2;3714.9;1421.0;1038.1;4313.0;4693.8;5763.6;2767.9;2934.1;1740.7;4484.5;2418.8;610.8;4518.0;590.1;3535.2;5144.3;1850.4;3751.0;1799.3;5201.1;1743.8;3727.9;3630.3;3819.4;2264.4;0.0;5147.4;4874.4;2151.7;2247.7;2972.6;4568.1;1432.5;4235.0;1048.5;2839.6;3691.3;2735.2;2990.0;5738.4;2867.3;1346.4;3362.1;1961.6;4012.7
S32;2195.6;4137.6;1709.2;657.0;2541.2;2258.5;2238.9;4157.1;4130.3;1914.9;847.9;1209.2;3522.2;3062.3;4225.1;2771.9;4281.7;4711.9;1218.5;4991.7;2049.3;1255.3;3318.8;3355.9;4496.7;1867.2;4892.3;1705.9;3124.8;1326.2;3016.6;4931.1;0.0;3026.4;3633.4;3876.3;3929.6;2154.9;3708.0;807.0;4522.1;2206.3;2336.4;2636.1;3518.6;917.3;2302.3;4166.6;2391.6;3309.3;1386.1
S33;940.4;4036.3;2314.4;2905.9;2427.5;3592.4;4287.6;3454.3;4387.3;1090.6;2164.3;2490.8;2161.3;4529.0;4878.6;447.5;5321.5;4120.9;3937.9;4972.8;1795.5;1884.0;3352.6;5435.4;3323.4;1310.9;5572.1;3693.8;1281.8;2844.2;3938.8;4898.3;3029.7;0.0;4505.0;2573.4;5603.4;913.4;3610.4;3150.3;3948.6;3145.8;1380.2;4016.7;1908.2;2505.1;2769.7;4658.1;4188.4;2828.7;2173.7
S34;3784.9;1687.6;2373.3;3029.1;2199.4;1326.0;1616.9;2352.3;1151.6;3831.3;3419.3;4623.4;3209.5;723.5;677.5;4199.1;777.2;2209.9;2626.7;1708.0;2847.8;4102.7;1398.3;1473.6;2953.2;4548.0;1243.5;1880.6;3614.6;2352.5;774.0;2243.6;3655.8;4619.8;0.0;2895.1;1117.6;3882.5;1515.4;2681.8;2463.5;1533.4;3257.5;885.2;3493.6;4323.6;1826.8;832.9;1379.7;2079.5;2870.2
S35;2413.3;1626.6;2161.0;3289.4;1300.1;2574.2;3507.2;848.8;2184.2;2425.1;3038.6;4096.1;476.7;3214.1;2901.1;2260.0;3633.2;1656.1;3909.3;2638.0;1813.0;3527.2;1581.3;4192.9;673.6;3438.5;3524.6;3193.9;1275.5;2719.9;2303.7;2228.6;3828.6;2585.8;2976.5;0.0;3986.7;2424.4;1425.1;3314.3;1295.8;2205.0;1690.0;2919.3;756.3;3965.9;1891.4;2474.9;3320.3;814.6;2395.8
S36;4781.2;2749.5;3304.2;3458.0;3240.0;1968.3;1705.7;3427.4;2247.9;4784.4;4045.6;5244.8;4259.3;1059.4;1342.2;5320.9;654.2;3252.4;2977.3;2479.3;3881.3;4729.3;2524.3;928.3;4202.4;5464.8;1550.0;2363.0;4634.4;3027.5;1774.7;2987.4;4004.3;5672.3;1142.0;3908.2;0.0;4960.5;2556.6;3169.5;3647.0;2421.2;4267.0;1529.8;4489.5;4986.4;2731.1;1807.6;1697.1;3239.4;3751.9
S37;111.8;3618.5;1580.2;1908.8;1831.6;2860.6;3453.6;3116.2;3987.5;211.3;1271.6;1935.8;2029.5;3679.4;4480.6;689.1;4778.5;4018.5;2932.6;4467.6;1081.3;1194.1;2959.0;4410.4;3199.8;911.2;4959.8;2833.1;1308.0;1886.5;3135.4;4433.3;2086.6;916.8;3927.0;2479.5;4769.8;0.0;3120.9;2291.9;3632.8;2485.3;832.3;3299.0;1882.0;1811.8;2130.5;4158.1;3231.8;2552.9;1249.5
S38;2993.2;508.0;2014.9;2990.6;1366.4;1653.5;2481.0;948.3;766.8;3105.5;3157.2;4359.3;1806.3;1933.0;1555.5;3249.4;2160.6;1129.4;3101.3;1470.9;2139.1;3821.7;376.5;2864.3;1567.8;3819.8;1994.9;2418.7;2494.9;2249.7;1036.5;1429.8;3591.3;3646.9;1489.0;1498.7;2655.1;3100.1;0.0;2969.4;1180.4;1459.5;2363.2;1712.9;2077.2;4259.1;1326.8;1076.1;2211.1;770.3;2491.1
S39;2240.0;3350.0;1265.0;358.8;1986.6;1441.4;1537.0;3662.7;3448.5;2053.4;1036.1;1972.3;3110.0;2213.0;3349.2;2819.5;3353.9;3916.5;667.2;4202.0;1744.9;1794.3;2604.1;2582.5;4008.4;2340.0;4081.0;900.8;2984.6;711.8;2250.7;4346.5;844.4;3124.3;2807.7;3249.3;3159.1;2213.8;2883.7;0.0;4081.8;1433.2;2124.9;1868.2;3240.0;1708.4;1604.7;3301.4;1577.9;2711.8;1078.1
S40;3470.1;840.6;2945.7;4011.6;2083.6;2858.0;3690.1;457.1;1375.8;3545.7;3915.1;5273.5;1763.2;3115.9;2230.6;3534.8;2985.1;490.5;4330.3;1523.0;2870.8;4534.6;1529.0;3901.2;784.3;4469.7;2506.0;3487.1;2559.7;3249.0;2216.5;1036.2;4472.4;3984.9;2479.8;1259.6;3513.5;3575.8;1164.0;4044.7;0.0;2509.1;2874.0;2924.7;2044.4;4947.7;2322.0;1795.5;3312.0;1288.2;3222.0
S41;2432.1;1978.1;887.9;1533.1;1062.7;450.3;1280.1;2271.6;1873.3;2311.8;1881.1;3192.9;2204.8;1282.7;2112.9;2824.6;2293.2;2606.9;1736.7;2642.5;1464.7;2596.4;1075.5;2123.5;2614.3;2952.2;2729.1;1020.4;2440.3;891.2;815.6;2873.8;2248.2;3322.6;1476.7;2297.9;2434.9;2448.2;1489.4;1504.1;2603.9;0.0;1836.5;836.2;2470.4;2828.5;445.1;1884.7;1061.3;1533.8;1332.7
S42;735.6;2763.1;1046.3;1903.0;1045.4;2259.2;3014.8;2433.2;3084.6;818.1;1469.3;2433.9;1329.0;3211.5;3708.9;973.8;4037.7;3112.6;2823.1;3725.8;456.8;1765.7;2107.7;3900.9;2305.8;1649.8;4148.4;2535.6;850.0;1641.4;2465.8;3555.6;2336.9;1430.1;3241.9;1707.7;4175.6;818.7;2342.4;2148.9;2790.9;1833.1;0.0;2720.7;1180.9;2370.4;1431.7;3373.2;2804.6;1645.7;1076.2
S43;3253.8;2092.3;1704.6;2127.0;1802.9;475.9;843.9;2608.4;1805.7;3138.7;2627.7;3682.9;3042.2;486.8;1530.6;3598.2;1552.2;2731.1;1764.7;2545.9;2255.5;3449.2;1399.5;1346.8;3111.7;3692.7;2101.4;1025.9;3308.2;1555.7;655.1;2892.8;2656.2;4175.3;919.7;2780.1;1578.7;3327.9;1693.3;1897.9;2847.3;830.4;2667.7;0.0;3217.9;3564.1;1224.2;1635.8;524.7;2006.8;2089.3
S44;1742.3;2270.5;1942.7;2933.6;1355.1;2904.8;3599.3;1643.9;2816.5;1860.7;2661.3;3747.7;308.1;3655.3;3518.9;1488.5;4131.8;2397.2;3770.1;3421.1;1535.1;2914.3;1985.3;4604.9;1426.7;2726.9;4029.6;3304.6;563.8;2563.2;2673.9;2993.2;3467.6;1803.3;3354.3;800.6;4366.8;1863.2;2115.9;3182.7;2048.8;2375.3;1206.0;3188.1;0.0;3595.4;1974.3;3267.5;3531.1;1313.6;2185.3
S45;1881.4;4770.7;2197.0;1432.6;2881.9;3128.6;3112.7;4550.3;4641.6;1656.9;1034.1;291.4;3632.7;3801.3;5066.0;2444.1;4973.1;5278.9;2171.0;5605.3;2259.9;641.6;3837.0;4291.4;4752.1;1270.0;5439.2;2526.7;3148.1;2020.3;3672.3;5440.0;927.8;2484.2;4412.0;3976.9;4978.4;1792.9;4153.9;1640.4;5073.5;2907.2;2322.1;3577.0;3584.2;0.0;2789.2;4937.6;3197.3;3828.6;1663.5
S46;2098.2;1807.9;672.4;1596.9;603.1;898.5;1683.3;1928.9;1894.2;2028.0;1775.5;3062.9;1813.2;1693.4;2355.1;2422.9;2614.9;2458.0;2040.7;2683.9;1046.4;2479.0;968.3;2497.3;2405.6;2785.7;2899.7;1339.2;2047.5;941.6;1040.1;2888.7;2342.8;2920.0;1851.9;1859.2;2721.7;2147.4;1328.8;1627.3;2298.3;432.6;1471.4;1237.8;1998.7;2864.1;0.0;2113.4;1494.0;1205.0;1181.9
S47;4113.1;1053.4;2658.9;3455.5;2275.6;1878.1;2342.1;1876.0;432.9;3938.3;3907.6;5013.7;2853.0;1610.7;473.2;4220.0;1151.6;1443.6;3501.7;898.3;2983.1;4608.0;1228.5;2372.7;2429.2;4715.8;899.4;2575.5;3606.9;2903.5;1135.8;1355.9;4082.6;4640.6;874.3;2610.5;1769.0;4180.0;1126.7;3457.9;1807.9;1958.2;3300.7;1606.2;3170.6;4770.3;2011.9;0.0;2156.6;1897.6;3304.5
S48;3184.8;2545.1;1787.5;1877.7;2084.1;587.9;301.9;3150.4;2352.4;3212.1;2414.4;3466.3;3366.8;702.8;2068.3;3740.3;1836.1;3163.8;1374.1;3073.7;2362.9;3258.1;1843.0;1154.8;3608.6;3631.6;2545.1;625.0;3434.8;1404.4;1152.1;3406.6;2319.0;4137.2;1359.5;3166.8;1659.8;3326.6;2183.2;1581.6;3404.8;1016.2;2882.3;533.4;3492.1;3154.8;1481.2;2148.1;0.0;2506.5;2122.7
S49;2332.5;1119.7;1623.4;2749.6;831.3;1874.9;2818.8;840.7;1546.8;2429.6;2729.6;3853.3;1053.4;2472.4;2235.7;2479.3;2881.7;1432.8;3261.1;2144.6;1552.0;3163.7;768.9;3331.9;1171.8;3257.6;2817.2;2495.9;1698.2;2105.1;1503.4;1965.0;3272.5;2954.6;2186.0;805.4;3327.6;2514.8;784.3;2761.3;1250.7;1507.6;1620.4;2036.7;1308.5;3624.7;1172.9;1851.3;2482.3;0.0;2098.0
S50;1213.1;2995.4;512.5;841.4;1236.1;1701.8;2259.0;2824.0;3015.6;1090.5;682.9;1922.7;2223.7;2606.1;3516.2;1775.0;3622.7;3520.7;1726.1;3934.5;651.1;1330.1;2170.9;3223.4;3175.3;1672.3;4119.6;1552.8;1841.8;704.2;2236.6;3954.6;1403.0;2073.9;2956.4;2503.7;3693.1;1244.3;2508.9;1089.9;3354.4;1385.9;1051.8;2097.3;2097.1;1653.3;1194.2;3182.4;2031.2;2028.2;0.0
